date,open,high,low,close,volume,dividends,stock splits
2018-09-19 00:00:00-04:00,52.31619602195387,52.58436025121892,51.55000990015116,52.28506851196289,108495200,0.0,0.0
2018-09-20 00:00:00-04:00,52.732815888122275,53.22125844028152,52.47183069283535,52.682533264160156,106435200,0.0,0.0
2018-09-21 00:00:00-04:00,52.86210905791271,53.0009808769929,52.026485124529245,52.11507797241211,384986800,0.0,0.0
2018-09-24 00:00:00-04:00,51.91395840533471,52.97703977297776,51.86846546876578,52.864505767822266,110773600,0.0,0.0
2018-09-25 00:00:00-04:00,52.61548895837528,53.35055124037557,52.60351655783991,53.19970703125,98217600,0.0,0.0
2018-09-26 00:00:00-04:00,52.914788883277744,53.57323082639545,52.617890110042985,52.775917053222656,95938800,0.0,0.0
2018-09-27 00:00:00-04:00,53.58998504123538,54.217299376610235,53.52294032842459,53.86054229736328,120724800,0.0,0.0
2018-09-28 00:00:00-04:00,53.82223701829394,54.07364284065946,53.637875914894735,54.04970169067383,91717600,0.0,0.0
2018-10-01 00:00:00-04:00,54.57884871707073,54.93081614551023,54.19575742761194,54.413639068603516,94403200,0.0,0.0
2018-10-02 00:00:00-04:00,54.411251112564585,55.06969309522488,54.26280354376435,54.897300720214844,99152800,0.0,0.0
2018-10-03 00:00:00-04:00,55.08165115471963,55.90051289604828,55.017003117559504,55.5653076171875,114619200,0.0,0.0
2018-10-04 00:00:00-04:00,55.25645001446137,55.632362275887445,54.28674383380623,54.58843231201172,128168000,0.0,0.0
2018-10-05 00:00:00-04:00,54.581246178864106,54.68899049141176,52.814226300611466,53.70252227783203,134322000,0.0,0.0
2018-10-08 00:00:00-04:00,53.204495056241406,53.82462665784126,52.72323160541987,53.57801055908203,118655600,0.0,0.0
2018-10-09 00:00:00-04:00,53.546886406406784,54.416030833365944,53.214074120475765,54.320255279541016,107564000,0.0,0.0
2018-10-10 00:00:00-04:00,53.98265947720792,54.19575507090799,51.72959016006021,51.80381393432617,167962400,0.0,0.0
2018-10-11 00:00:00-04:00,51.363258675222525,52.55563609299572,50.8365058778762,51.34649658203125,212497600,0.0,0.0
2018-10-12 00:00:00-04:00,52.77590282817162,53.36491052423463,51.918730927573,53.180545806884766,161351600,0.0,0.0
2018-10-15 00:00:00-04:00,52.95309493045965,53.11351488007043,52.02169909238491,52.04324722290039,123164000,0.0,0.0
2018-10-16 00:00:00-04:00,52.4191600052693,53.391262817207945,51.899589891376586,53.19013595581055,116736000,0.0,0.0
2018-10-17 00:00:00-04:00,53.226044959864176,53.307451438129235,52.517320496207226,52.96027374267578,91541600,0.0,0.0
2018-10-18 00:00:00-04:00,52.16296106246265,52.61309702695658,50.99931458357217,51.72240447998047,130325200,0.0,0.0
2018-10-19 00:00:00-04:00,52.21084770908582,52.977033874383366,52.0600034948293,52.51013946533203,132314800,0.0,0.0
2018-10-22 00:00:00-04:00,52.625084521997145,53.479863824604344,52.421568250041915,52.830997467041016,115168400,0.0,0.0
2018-10-23 00:00:00-04:00,51.676909616420204,53.453504952923694,51.40634871339559,53.32899856567383,155071200,0.0,0.0
2018-10-24 00:00:00-04:00,53.297880277554974,53.688154264315145,51.368043860674284,51.499732971191406,163702000,0.0,0.0
2018-10-25 00:00:00-04:00,52.12704934393,53.00576952097806,51.897191662606105,52.627464294433594,119423200,0.0,0.0
2018-10-26 00:00:00-04:00,51.69367984276025,52.720851378254714,50.92031083047142,51.78945541381836,189033600,0.0,0.0
2018-10-29 00:00:00-04:00,52.48141783567749,52.60113455918478,49.34483821840087,50.81735610961914,183742000,0.0,0.0
2018-10-30 00:00:00-04:00,50.556356334213966,51.52127255586664,50.106224067653976,51.07114028930664,146640000,0.0,0.0
2018-10-31 00:00:00-04:00,51.92832757918884,52.7831030921685,51.8660725442424,52.40240478515625,153435600,0.0,0.0
2018-11-01 00:00:00-04:00,52.44789419194265,53.24041827005323,51.91156198715798,53.2068977355957,233292800,0.0,0.0
2018-11-02 00:00:00-04:00,50.17327943952632,51.15495437799509,49.18681115569354,49.677650451660156,365314800,0.0,0.0
2018-11-05 00:00:00-05:00,48.91624590285542,48.93779403270787,47.44851794517451,48.26737976074219,264654800,0.0,0.0
2018-11-06 00:00:00-05:00,48.3463915376046,49.01680578618987,48.291322878747565,48.789344787597656,127531600,0.0,0.0
2018-11-07 00:00:00-05:00,49.31609903375949,50.29538078960605,48.87554244258903,50.26904296875,133697600,0.0,0.0
2018-11-08 00:00:00-05:00,50.45165672019957,50.48529421563388,49.675589290114665,50.093658447265625,101450400,0.1825,0.0
2018-11-09 00:00:00-05:00,49.38726025451916,49.49778186663063,48.594372357957894,49.127769470214844,137463200,0.0,0.0
2018-11-12 00:00:00-05:00,47.813498806495026,48.01772878546969,46.561696546217036,46.65299987792969,204542000,0.0,0.0
2018-11-13 00:00:00-05:00,46.04271909970531,47.37620823213383,45.99946880196511,46.1868782043457,187531600,0.0,0.0
2018-11-14 00:00:00-05:00,46.588119911544325,46.727476258654455,44.67317723875858,44.8822135925293,243204000,0.0,0.0
2018-11-15 00:00:00-05:00,45.26425510472333,46.124418153087035,44.90625314618772,45.9898681640625,185915200,0.0,0.0
2018-11-16 00:00:00-05:00,45.77121136675323,46.845213312592854,45.521333400771134,46.49922561645508,147713200,0.0,0.0
2018-11-19 00:00:00-05:00,45.651077240456296,45.81926468652097,44.44733173410983,44.65636444091797,167701200,0.0,0.0
2018-11-20 00:00:00-05:00,42.85675493733317,43.601589862037414,42.16958585826283,42.52278137207031,271300800,0.0,0.0
2018-11-21 00:00:00-05:00,43.183508380170466,43.31325557918753,42.41945539164397,42.47471618652344,124496800,0.0,0.0
2018-11-23 00:00:00-05:00,42.03263059783179,42.43147774397758,41.35026798605732,41.39591598510742,94496000,0.0,0.0
2018-11-26 00:00:00-05:00,41.86444983282527,42.035038679908496,40.90817707675168,41.95574951171875,179994000,0.0,0.0
2018-11-27 00:00:00-05:00,41.20850814833671,41.99178692679333,41.0571412695167,41.864444732666016,165549600,0.0,0.0
2018-11-28 00:00:00-05:00,42.46270976552468,43.55833505575884,42.0302251335345,43.4742431640625,184250000,0.0,0.0
2018-11-29 00:00:00-05:00,43.88750645969541,43.92114395008392,42.695771420109764,43.1402702331543,167080000,0.0,0.0
2018-11-30 00:00:00-05:00,43.31806127814704,43.32767408343361,42.534786292998966,42.907203674316406,158126000,0.0,0.0
2018-12-03 00:00:00-05:00,44.319993393845806,44.435321414551154,43.53911963646038,44.406490325927734,163210000,0.0,0.0
2018-12-04 00:00:00-05:00,43.47664605485561,43.822633772562256,42.352189638520564,42.453102111816406,165377200,0.0,0.0
2018-12-06 00:00:00-05:00,41.268580804010305,41.99419383575473,40.94662139020097,41.97977828979492,172393600,0.0,0.0
2018-12-07 00:00:00-05:00,41.68424685610407,41.92451572195378,40.437250855750115,40.48290252685547,169126400,0.0,0.0
2018-12-10 00:00:00-05:00,39.644364963590334,40.86733267560654,39.243116376328544,40.749603271484375,248104000,0.0,0.0
2018-12-11 00:00:00-05:00,41.244551023420954,41.2757834804067,40.12489732010682,40.516536712646484,189126800,0.0,0.0
2018-12-12 00:00:00-05:00,40.94180591761411,41.307015554621756,40.61023743534403,40.629459381103516,142510800,0.0,0.0
2018-12-13 00:00:00-05:00,40.96343392775733,41.46319353143357,40.73758064216975,41.07395553588867,127594400,0.0,0.0
2018-12-14 00:00:00-05:00,40.60543283629158,40.62465478290502,39.711632482929545,39.75968551635742,162814800,0.0,0.0
2018-12-17 00:00:00-05:00,39.75247592762395,40.44925771221933,39.09894443748476,39.389671325683594,177151600,0.0,0.0
2018-12-18 00:00:00-05:00,39.735665011798005,40.252241591346724,39.49779752192774,39.901451110839844,135366000,0.0,0.0
2018-12-19 00:00:00-05:00,39.884634487556866,40.23302363387441,38.22437562990077,38.6568603515625,196189200,0.0,0.0
