date,open,high,low,close,volume
1980-12-12,0.0982070341706276,0.09863399757979115,0.0982070341706276,0.0982070341706276,469033600
1980-12-15,0.09351045673008858,0.09351045673008858,0.09308349341154099,0.09308349341154099,175884800
1980-12-16,0.0866783731938345,0.0866783731938345,0.08625141531229019,0.08625141531229019,105728000
1980-12-17,0.0883861780166626,0.08881314141503895,0.0883861780166626,0.0883861780166626,86441600
1980-12-18,0.0909486934542656,0.0913756510697182,0.0909486934542656,0.0909486934542656,73449600
1980-12-19,0.09649914503097534,0.09692610823260726,0.09649914503097534,0.09649914503097534,48630400
1980-12-22,0.10119574517011642,0.10162347240952826,0.10119574517011642,0.10119574517011642,37363200
1980-12-23,0.10546611994504929,0.10589308331172503,0.10546611994504929,0.10546611994504929,46950400
1980-12-24,0.11101663112640381,0.11144359457622874,0.11101663112640381,0.11101663112640381,48003200
1980-12-26,0.12126440554857254,0.12169136884388565,0.12126440554857254,0.12126440554857254,55574400
1980-12-29,0.12297230213880539,0.12339926562442316,0.12297230213880539,0.12297230213880539,93161600
1980-12-30,0.12041046101281076,0.12041046101281076,0.11998350918292999,0.11998350918292999,68880000
1980-12-31,0.11699482838817056,0.11699482838817056,0.11656786501407623,0.11656786501407623,35750400
1981-01-02,0.11784878373146057,0.11870271076946502,0.11784878373146057,0.11784878373146057,21660800
1981-01-05,0.11571392803354963,0.11571392803354963,0.11528697609901428,0.11528697609901428,35728000
1981-01-06,0.11058962375981712,0.11058962375981712,0.1101626604795456,0.1101626604795456,45158400
1981-01-07,0.10589308331172503,0.10589308331172503,0.10546611994504929,0.10546611994504929,55686400
1981-01-08,0.1037582569654227,0.1037582569654227,0.1033313050866127,0.1033313050866127,39827200
1981-01-09,0.10888178646564484,0.10930874976326878,0.10888178646564484,0.10888178646564484,21504000
1981-01-12,0.10888185072548516,0.10888185072548516,0.10802793502807617,0.10802793502807617,23699200
1981-01-13,0.10461222427924909,0.10461222427924909,0.10418526083230972,0.10418526083230972,23049600
1981-01-14,0.10461224615573883,0.1050392096919647,0.10461224615573883,0.10461224615573883,14291200
1981-01-15,0.10674705356359482,0.10760096924326536,0.10674705356359482,0.10674705356359482,14067200
1981-01-16,0.10632004628181975,0.10632004628181975,0.1058930829167366,0.1058930829167366,13395200
1981-01-19,0.11229747533798218,0.1127244386557379,0.11229747533798218,0.11229747533798218,41574400
1981-01-20,0.10930874976326878,0.10930874976326878,0.10888178646564484,0.10888178646564484,30083200
1981-01-21,0.11101663112640381,0.11187054662424711,0.11101663112640381,0.11101663112640381,15904000
1981-01-22,0.11229747533798218,0.11315140197349365,0.11229747533798218,0.11229747533798218,35548800
1981-01-23,0.11229755795455149,0.11272452158642154,0.11187059432268143,0.11187059432268143,11222400
1981-01-26,0.11058962375981712,0.11058962375981712,0.1101626604795456,0.1101626604795456,24640000
1981-01-27,0.11016267964579977,0.11016267964579977,0.10930876433849335,0.10930876433849335,23699200
1981-01-28,0.10632004628181975,0.10632004628181975,0.1058930829167366,0.1058930829167366,28156800
1981-01-29,0.10247740938305099,0.10247740938305099,0.10205044597387314,0.10205044597387314,43904000
1981-01-30,0.09735307143423919,0.09735307143423919,0.09649914503097534,0.09649914503097534,46188800
1981-02-02,0.0913756510697182,0.0913756510697182,0.0909486934542656,0.0909486934542656,23766400
1981-02-03,0.09436439722776413,0.09479135493391737,0.09436439722776413,0.09436439722776413,19152000
1981-02-04,0.09778004884719849,0.09820700070908356,0.09778004884719849,0.09778004884719849,27865600
1981-02-05,0.09778004884719849,0.09863396397277022,0.09778004884719849,0.09778004884719849,7929600
1981-02-06,0.0982070341706276,0.09863399757979115,0.0982070341706276,0.0982070341706276,13865600
